Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Rarely,839,Research & Development,5,1,Other,1,765,1,Male,95,1,2,Healthcare Representative,2,Divorced,16153,9030,6,Y,Yes,25,4,1,80,1,15,0,4,38,5,1,13
25,No,Non-Travel,649,Sales,10,3,Marketing,1,766,2,Female,90,1,4,Sales Representative,4,Single,14448,21019,6,Y,No,15,3,1,80,3,28,1,2,4,3,12,5
26,No,Travel_Rarely,1345,Sales,18,4,Medical,1,767,3,Male,33,3,2,Sales Executive,4,Divorced,3701,13977,2,Y,No,23,4,2,80,1,29,0,3,5,7,14,7
37,No,Travel_Rarely,1309,Sales,7,3,Marketing,1,768,4,Male,40,3,4,Manager,4,Single,16227,26238,3,Y,No,15,3,3,80,2,0,6,4,8,11,13,10
21,No,Travel_Rarely,826,Sales,3,4,Life Sciences,1,769,2,Female,97,3,5,Sales Representative,1,Single,11459,8014,1,Y,Yes,23,3,4,80,2,31,6,2,4,1,12,10
35,No,Travel_Rarely,1139,Research & Development,24,2,Life Sciences,1,770,3,Male,57,2,5,Healthcare Representative,4,Single,12485,23079,5,Y,No,25,3,2,80,1,30,6,2,3,3,6,13
54,No,Travel_Rarely,661,Sales,16,2,Other,1,771,3,Male,71,2,1,Sales Representative,2,Single,4813,14302,9,Y,No,20,3,2,80,1,7,5,3,5,15,11,1
51,No,Travel_Frequently,1140,Research & Development,12,3,Human Resources,1,772,4,Male,34,1,1,Healthcare Representative,1,Married,17091,4239,6,Y,No,18,3,1,80,1,13,1,2,19,4,6,17
45,No,Travel_Frequently,226,Research & Development,17,2,Human Resources,1,773,4,Male,37,2,5,Manager,1,Married,18702,19656,6,Y,No,15,4,1,80,2,31,5,2,15,6,13,10
56,No,Travel_Frequently,1362,Research & Development,22,5,Technical Degree,1,774,1,Male,59,3,1,Laboratory Technician,4,Divorced,8728,7362,1,Y,Yes,11,4,4,80,1,23,5,4,13,12,3,11
51,No,Travel_Rarely,822,Sales,1,5,Human Resources,1,775,3,Male,80,2,3,Manager,3,Married,2765,5543,5,Y,Yes,11,3,3,80,3,13,1,2,7,14,2,15
46,No,Travel_Rarely,938,Research & Development,13,3,Marketing,1,776,4,Male,84,2,5,Laboratory Technician,3,Married,17128,15336,9,Y,No,23,3,3,80,0,31,5,2,39,18,15,8
55,Yes,Travel_Rarely,366,Research & Development,8,4,Medical,1,777,2,Female,93,2,3,Manufacturing Director,4,Single,17861,21667,0,Y,Yes,20,3,2,80,0,25,6,4,13,3,5,0
23,No,Travel_Frequently,840,Sales,3,1,Medical,1,778,3,Male,43,4,1,Sales Executive,1,Divorced,10627,8509,2,Y,No,14,3,3,80,0,20,2,3,19,14,4,2
53,No,Travel_Rarely,106,Research & Development,2,1,Medical,1,779,2,Male,44,3,5,Manager,1,Single,12007,17611,7,Y,No,19,3,4,80,3,0,4,4,5,13,10,17
30,No,Travel_Rarely,1346,Research & Development,13,2,Other,1,780,2,Male,68,4,4,Laboratory Technician,4,Single,5244,2451,0,Y,Yes,24,3,1,80,1,26,6,2,8,2,5,17
49,No,Travel_Rarely,1148,Sales,16,2,Life Sciences,1,781,1,Female,68,1,2,Sales Representative,3,Single,2290,6691,2,Y,No,20,3,2,80,0,7,1,4,9,16,11,1
57,No,Travel_Frequently,737,Research & Development,15,2,Human Resources,1,782,1,Male,32,4,4,Research Director,4,Single,18939,20892,9,Y,Yes,24,3,1,80,0,37,6,4,39,5,6,12
39,No,Travel_Frequently,1270,Research & Development,23,3,Other,1,783,3,Female,61,1,4,Manager,3,Married,10180,2414,0,Y,No,12,4,1,80,3,7,2,1,7,8,12,11
21,No,Travel_Frequently,1236,Research & Development,14,4,Marketing,1,784,4,Male,93,2,3,Healthcare Representative,1,Single,6230,11004,4,Y,No,12,3,3,80,3,1,6,1,21,15,1,2
33,No,Travel_Rarely,268,Human Resources,18,3,Other,1,785,3,Female,41,2,5,Human Resources,3,Single,14174,14742,3,Y,No,20,4,3,80,1,15,1,3,22,9,11,14
35,No,Non-Travel,177,Research & Development,24,3,Life Sciences,1,786,1,Male,88,1,4,Healthcare Representative,4,Divorced,1506,3740,3,Y,Yes,19,3,4,80,2,14,5,3,2,5,5,8
58,No,Travel_Rarely,456,Research & Development,20,1,Marketing,1,787,1,Male,61,4,2,Research Scientist,1,Single,2527,26465,2,Y,No,21,3,1,80,1,14,3,1,14,6,6,4
58,No,Travel_Rarely,103,Research & Development,27,2,Life Sciences,1,788,3,Male,67,4,5,Research Director,1,Married,5617,14767,2,Y,No,25,3,1,80,3,38,2,3,3,14,14,10
42,Yes,Travel_Rarely,903,Research & Development,7,5,Life Sciences,1,789,1,Male,75,3,5,Manufacturing Director,2,Married,9567,10526,7,Y,No,12,4,3,80,2,11,3,1,7,3,7,16
58,No,Travel_Rarely,840,Research & Development,23,5,Life Sciences,1,790,3,Female,80,2,1,Research Director,2,Divorced,7972,26432,0,Y,No,24,3,4,80,1,34,1,4,27,8,1,3
36,No,Travel_Rarely,854,Sales,21,1,Other,1,791,4,Female,75,4,2,Manager,3,Married,4566,16004,1,Y,No,11,3,4,80,3,6,4,3,23,14,7,11
35,No,Travel_Rarely,204,Research & Development,17,1,Other,1,792,1,Female,37,3,4,Healthcare Representative,1,Single,7681,18993,2,Y,No,18,3,4,80,0,25,6,4,20,16,3,13
53,No,Travel_Rarely,1385,Research & Development,1,5,Human Resources,1,793,3,Male,50,2,5,Manufacturing Director,4,Divorced,7350,4343,8,Y,No,23,3,4,80,3,5,4,1,8,15,7,11
46,Yes,Travel_Rarely,1467,Sales,16,1,Human Resources,1,794,4,Female,90,4,4,Manager,1,Married,10972,6048,3,Y,No,21,3,4,80,1,9,1,4,25,6,3,11
40,No,Travel_Frequently,927,Sales,25,3,Human Resources,1,795,2,Male,32,1,3,Sales Executive,1,Single,11696,3219,0,Y,No,14,3,2,80,3,6,4,2,37,3,10,13
37,No,Travel_Rarely,109,Research & Development,19,5,Human Resources,1,796,4,Female,80,2,2,Laboratory Technician,4,Married,17780,14903,5,Y,No,20,3,3,80,3,13,3,1,34,17,3,4
48,No,Travel_Rarely,655,Sales,1,4,Life Sciences,1,797,4,Female,66,1,1,Sales Representative,2,Married,16330,22924,6,Y,Yes,24,4,3,80,2,18,6,2,7,11,7,1
50,No,Travel_Rarely,1105,Sales,9,3,Other,1,798,2,Male,38,1,5,Sales Representative,3,Single,6560,24552,4,Y,No,14,3,2,80,0,35,1,2,27,7,15,17
39,No,Travel_Frequently,1148,Research & Development,17,2,Other,1,799,2,Female,38,1,3,Manager,2,Married,18151,16398,0,Y,Yes,25,3,4,80,3,31,3,3,10,17,10,5
19,No,Travel_Rarely,442,Research & Development,24,4,Life Sciences,1,800,3,Male,99,3,3,Manager,2,Single,10898,3444,8,Y,Yes,20,3,4,80,2,28,3,4,35,13,11,17
22,No,Travel_Rarely,1252,Research & Development,13,4,Life Sciences,1,801,3,Male,32,4,5,Laboratory Technician,3,Married,4573,17689,8,Y,No,12,3,3,80,3,20,6,2,19,9,12,4
24,No,Travel_Rarely,1454,Research & Development,25,5,Human Resources,1,802,2,Male,31,3,1,Laboratory Technician,4,Divorced,7468,17981,9,Y,Yes,15,3,2,80,0,11,0,3,30,3,14,4
37,No,Travel_Rarely,813,Research & Development,24,3,Human Resources,1,803,1,Female,31,2,2,Healthcare Representative,1,Married,15095,16965,9,Y,Yes,23,3,4,80,0,12,4,1,22,1,14,0
44,No,Travel_Rarely,635,Research & Development,8,5,Medical,1,804,3,Male,74,2,5,Manufacturing Director,4,Divorced,16615,20058,3,Y,No,16,3,1,80,1,5,5,4,27,10,13,7
52,Yes,Travel_Rarely,837,Sales,6,4,Life Sciences,1,805,1,Male,95,1,2,Sales Executive,1,Single,8113,15971,4,Y,No,25,3,1,80,1,27,2,2,38,2,5,17
27,No,Travel_Rarely,140,Sales,27,1,Marketing,1,806,1,Female,42,3,5,Manager,4,Divorced,4002,19628,9,Y,Yes,17,3,2,80,0,32,3,4,5,5,9,16
51,No,Travel_Rarely,833,Research & Development,18,2,Life Sciences,1,807,1,Male,86,1,5,Manufacturing Director,4,Divorced,4653,14207,4,Y,No,16,3,1,80,0,22,2,2,37,12,13,5
46,Yes,Travel_Rarely,139,Sales,25,4,Other,1,808,2,Female,81,4,1,Manager,4,Married,2974,5834,8,Y,Yes,23,4,2,80,1,23,2,2,19,0,8,7
20,No,Travel_Rarely,150,Research & Development,27,1,Marketing,1,809,1,Male,46,2,3,Healthcare Representative,3,Single,14278,4085,6,Y,No,22,3,2,80,3,15,6,4,5,18,2,12
33,No,Travel_Rarely,875,Human Resources,13,4,Life Sciences,1,810,2,Male,34,2,4,Manager,4,Married,10561,24690,9,Y,No,14,3,3,80,0,39,2,1,17,8,8,17
31,No,Travel_Rarely,816,Sales,2,2,Human Resources,1,811,1,Female,64,1,3,Sales Representative,4,Single,9577,13077,0,Y,Yes,22,3,2,80,0,36,1,3,2,16,3,10
56,No,Travel_Rarely,1481,Sales,27,2,Other,1,812,2,Male,35,1,2,Manager,3,Married,13768,10120,7,Y,No,14,3,4,80,3,16,4,2,22,3,11,3
57,No,Travel_Rarely,811,Human Resources,17,3,Human Resources,1,813,4,Female,38,1,1,Manager,4,Divorced,16746,9397,8,Y,No,24,3,2,80,0,30,3,2,19,8,13,6
53,No,Travel_Rarely,1471,Research & Development,4,5,Human Resources,1,814,2,Female,63,3,1,Laboratory Technician,2,Married,16116,3382,1,Y,No,11,3,2,80,0,14,5,3,16,18,11,13
40,No,Travel_Rarely,1230,Sales,16,5,Life Sciences,1,815,3,Female,87,2,1,Sales Executive,4,Single,3613,25632,7,Y,No,20,3,3,80,3,5,0,4,18,12,8,0
39,No,Travel_Rarely,573,Research & Development,1,3,Other,1,816,1,Male,100,4,2,Laboratory Technician,4,Single,12206,4166,1,Y,No,13,3,2,80,1,11,6,2,25,15,9,10
31,No,Travel_Rarely,1396,Research & Development,9,1,Other,1,817,1,Female,74,3,2,Research Director,3,Married,17768,7548,9,Y,No,21,3,3,80,1,34,4,3,33,13,8,13
51,Yes,Travel_Rarely,776,Research & Development,11,5,Other,1,818,4,Male,49,4,5,Research Director,1,Married,15705,13490,9,Y,No,25,3,4,80,0,19,5,1,16,14,7,6
21,No,Travel_Rarely,933,Research & Development,14,5,Medical,1,819,3,Male,53,4,3,Research Scientist,1,Single,7264,11013,0,Y,No,21,3,2,80,1,35,2,1,0,6,3,9
29,No,Travel_Rarely,242,Sales,17,4,Marketing,1,820,1,Male,73,1,1,Sales Representative,1,Married,8466,3089,5,Y,No,17,4,1,80,3,13,3,3,22,8,10,12
23,No,Travel_Rarely,399,Sales,25,4,Human Resources,1,821,3,Male,42,1,1,Sales Executive,3,Single,17914,10291,3,Y,Yes,23,3,1,80,3,18,2,3,38,0,5,10
39,No,Travel_Frequently,832,Research & Development,11,3,Life Sciences,1,822,1,Male,66,4,1,Research Director,2,Married,1633,21509,8,Y,No,13,4,1,80,2,3,5,1,16,4,2,0
30,No,Travel_Rarely,481,Sales,22,1,Technical Degree,1,823,1,Male,84,2,2,Sales Representative,4,Married,10987,8334,3,Y,No,19,4,2,80,2,32,0,4,5,1,12,10
26,Yes,Travel_Rarely,940,Research & Development,28,1,Other,1,824,2,Male,89,4,4,Research Director,2,Single,3213,23658,7,Y,No,25,3,4,80,2,12,3,2,36,6,8,4
34,No,Travel_Frequently,213,Research & Development,22,1,Other,1,825,3,Female,34,3,1,Manufacturing Director,1,Married,17998,11064,1,Y,No,16,3,2,80,2,3,1,2,17,13,8,13
55,No,Travel_Rarely,452,Sales,8,5,Technical Degree,1,826,3,Male,50,3,3,Sales Representative,3,Married,1744,2427,2,Y,No,11,3,4,80,2,8,4,2,15,3,8,4
41,No,Travel_Rarely,1031,Research & Development,20,1,Other,1,827,4,Male,48,2,3,Manager,1,Married,1453,4806,9,Y,Yes,17,3,4,80,0,27,6,2,12,9,1,17
53,No,Travel_Rarely,957,Sales,9,3,Human Resources,1,828,1,Male,69,2,1,Manager,4,Divorced,7255,22268,3,Y,Yes,18,4,3,80,3,33,4,3,29,10,8,2
57,No,Non-Travel,1477,Research & Development,14,2,Other,1,829,1,Male,43,3,1,Manager,1,Married,4810,12194,7,Y,No,23,3,4,80,3,39,0,1,5,3,8,16
56,No,Non-Travel,1359,Sales,19,1,Life Sciences,1,830,3,Female,97,1,2,Sales Representative,2,Single,10418,26531,9,Y,No,23,3,2,80,0,9,2,1,25,15,8,0
33,No,Travel_Rarely,1235,Research & Development,9,5,Medical,1,831,4,Female,95,2,1,Manufacturing Director,4,Divorced,6698,21741,9,Y,No,16,3,4,80,0,24,0,4,14,14,0,12
55,No,Travel_Frequently,103,Research & Development,1,1,Medical,1,832,3,Male,53,3,4,Laboratory Technician,3,Divorced,7775,2850,0,Y,No,22,4,3,80,3,18,3,3,15,3,12,6
57,No,Travel_Rarely,944,Research & Development,25,5,Marketing,1,833,3,Female,58,1,5,Research Director,4,Single,11737,9876,2,Y,No,13,3,1,80,0,29,1,2,8,0,9,3
59,No,Travel_Rarely,422,Research & Development,22,4,Marketing,1,834,1,Male,61,2,4,Research Scientist,2,Divorced,11655,20150,7,Y,No,13,3,4,80,3,27,4,4,33,0,12,3
33,No,Travel_Rarely,475,Research & Development,4,4,Medical,1,835,4,Female,33,4,4,Manufacturing Director,4,Married,18764,3665,9,Y,No,20,3,4,80,3,2,3,4,18,5,8,0
27,No,Travel_Rarely,395,Research & Development,11,1,Other,1,836,4,Male,93,2,4,Laboratory Technician,3,Single,10136,26977,9,Y,Yes,21,3,4,80,0,6,2,3,38,2,5,2
43,No,Travel_Rarely,739,Research & Development,8,5,Life Sciences,1,837,3,Male,85,4,5,Research Director,3,Married,11724,6235,7,Y,No,23,3,2,80,3,24,6,3,33,0,13,7
58,No,Travel_Frequently,275,Human Resources,29,3,Other,1,838,2,Male,53,4,1,Manager,1,Single,13883,21947,1,Y,No,20,3,1,80,0,21,5,4,31,8,5,2
56,No,Travel_Rarely,845,Research & Development,28,3,Technical Degree,1,839,3,Male,68,3,5,Healthcare Representative,4,Married,4317,23027,7,Y,No,12,3,3,80,1,36,4,4,18,9,7,17
42,No,Travel_Rarely,334,Research & Development,21,4,Human Resources,1,840,3,Female,57,1,3,Manufacturing Director,1,Divorced,13675,14680,2,Y,Yes,21,3,4,80,2,34,2,2,38,0,0,14
24,No,Travel_Rarely,801,Sales,13,2,Life Sciences,1,841,4,Male,46,1,3,Sales Executive,2,Married,17377,22108,8,Y,No,17,3,4,80,2,2,1,3,23,11,2,8
36,No,Travel_Rarely,977,Research & Development,2,2,Medical,1,842,1,Male,51,4,4,Laboratory Technician,3,Married,7049,24131,5,Y,No,14,4,3,80,0,23,4,1,17,7,1,1
48,No,Travel_Rarely,353,Research & Development,8,2,Human Resources,1,843,3,Male,37,1,3,Research Scientist,4,Single,4395,20384,1,Y,No,16,3,4,80,0,16,5,3,14,3,6,17
42,No,Non-Travel,245,Research & Development,3,3,Marketing,1,844,3,Female,87,3,2,Manager,3,Married,7583,19725,8,Y,No,23,3,1,80,1,19,5,1,37,2,4,13
32,No,Travel_Rarely,1229,Sales,23,4,Technical Degree,1,845,2,Female,76,3,1,Manager,2,Divorced,6232,11773,9,Y,No,13,3,3,80,2,2,5,1,10,14,5,3
32,No,Travel_Rarely,1134,Research & Development,3,2,Life Sciences,1,846,4,Female,96,4,1,Research Director,2,Single,12121,9377,5,Y,No,19,4,1,80,1,34,0,3,35,2,12,0
20,No,Travel_Rarely,467,Research & Development,20,2,Other,1,847,1,Female,30,4,1,Laboratory Technician,4,Married,17412,23705,8,Y,No,12,3,3,80,1,6,6,2,9,3,10,11
30,No,Non-Travel,1342,Research & Development,28,5,Medical,1,848,1,Female,74,2,2,Research Scientist,2,Married,12335,7680,0,Y,Yes,21,3,1,80,0,38,1,1,31,13,12,0
46,Yes,Non-Travel,411,Sales,9,3,Human Resources,1,849,4,Male,69,3,4,Manager,4,Married,3392,12418,2,Y,No,13,4,3,80,3,38,0,4,11,11,13,11
28,No,Travel_Rarely,1397,Human Resources,20,5,Marketing,1,850,1,Male,74,3,2,Human Resources,1,Married,6985,14859,1,Y,Yes,25,3,4,80,2,33,3,4,34,18,3,7
60,No,Travel_Rarely,260,Sales,26,2,Medical,1,851,2,Male,100,4,3,Sales Executive,3,Married,14099,11825,2,Y,No,24,3,1,80,3,4,3,1,34,0,9,15
21,No,Travel_Rarely,1024,Sales,13,2,Technical Degree,1,852,2,Male,57,3,1,Sales Executive,3,Married,7282,11383,3,Y,No,23,3,2,80,1,16,0,3,29,3,13,6
43,No,Travel_Frequently,128,Research & Development,14,2,Marketing,1,853,3,Female,40,1,3,Laboratory Technician,3,Married,12145,17017,4,Y,Yes,16,3,1,80,3,0,1,2,40,12,4,8
39,No,Travel_Frequently,377,Research & Development,6,3,Marketing,1,854,1,Male,30,4,5,Research Director,2,Married,14189,10299,3,Y,No,22,4,3,80,2,25,1,4,21,4,6,9
53,No,Travel_Frequently,667,Sales,13,4,Human Resources,1,855,2,Male,64,3,2,Manager,3,Married,7260,26720,5,Y,No,13,3,4,80,2,35,3,3,34,7,8,17
56,No,Travel_Rarely,221,Research & Development,26,3,Marketing,1,856,4,Female,42,1,3,Laboratory Technician,2,Married,13303,6525,2,Y,No,15,4,1,80,1,21,5,2,22,5,12,12
41,No,Travel_Rarely,740,Research & Development,20,2,Marketing,1,857,2,Male,40,1,5,Manager,3,Divorced,8569,11782,3,Y,Yes,12,4,3,80,2,0,4,4,1,15,2,12
45,Yes,Travel_Rarely,426,Research & Development,6,5,Technical Degree,1,858,3,Male,40,1,4,Research Scientist,4,Single,3573,23146,8,Y,No,11,3,4,80,1,12,0,3,17,14,7,5
48,No,Travel_Rarely,240,Research & Development,16,3,Medical,1,859,4,Male,49,3,2,Research Scientist,3,Single,8077,13937,5,Y,No,16,3,1,80,2,6,1,1,1,15,3,8
40,No,Travel_Rarely,1446,Research & Development,21,2,Other,1,860,3,Female,38,4,1,Research Scientist,3,Divorced,9384,19653,0,Y,No,19,3,2,80,1,17,4,2,27,9,11,3
25,No,Travel_Rarely,1474,Research & Development,3,1,Medical,1,861,4,Male,64,2,5,Healthcare Representative,4,Single,1054,18207,3,Y,No,23,3,1,80,3,15,5,4,6,9,3,7
36,No,Travel_Rarely,1447,Research & Development,23,3,Medical,1,862,4,Male,76,1,4,Research Director,1,Divorced,17962,10345,8,Y,No,11,3,4,80,3,33,0,3,13,10,5,14
28,No,Travel_Frequently,317,Research & Development,6,4,Life Sciences,1,863,3,Male,50,4,1,Manager,3,Married,11034,20627,1,Y,No,17,3,3,80,1,9,2,1,35,1,5,1
37,No,Travel_Frequently,635,Research & Development,9,5,Marketing,1,864,4,Female,39,3,3,Research Scientist,3,Divorced,1698,8013,9,Y,Yes,21,4,3,80,1,12,0,4,30,10,1,2
44,No,Travel_Frequently,559,Sales,13,2,Technical Degree,1,865,3,Male,70,3,5,Sales Executive,3,Married,17493,20768,2,Y,No,14,3,4,80,3,9,3,2,13,5,10,10
26,No,Travel_Frequently,557,Research & Development,15,1,Other,1,866,4,Male,36,1,5,Healthcare Representative,1,Divorced,17249,5285,6,Y,No,22,4,4,80,2,36,2,1,20,17,4,14
28,No,Travel_Rarely,684,Research & Development,27,5,Human Resources,1,867,3,Female,82,4,1,Research Scientist,4,Married,1237,19380,4,Y,No,19,3,2,80,0,12,1,4,23,3,7,17
53,Yes,Travel_Rarely,814,Research & Development,7,3,Other,1,868,2,Female,57,1,3,Research Scientist,1,Married,4107,4896,6,Y,No,19,3,3,80,3,40,6,4,14,0,11,10
34,No,Travel_Rarely,780,Sales,8,1,Medical,1,869,3,Male,59,3,5,Sales Representative,2,Married,7917,23733,7,Y,No,12,3,2,80,2,27,5,3,30,18,12,11
26,No,Travel_Rarely,509,Sales,11,1,Other,1,870,2,Male,47,3,4,Sales Representative,3,Single,10642,17672,1,Y,No,13,3,3,80,2,12,3,3,6,3,14,5
48,No,Travel_Rarely,1471,Research & Development,25,3,Medical,1,871,2,Male,50,3,3,Laboratory Technician,2,Single,14791,3101,3,Y,No,24,3,4,80,3,24,5,1,17,9,2,7
48,Yes,Travel_Rarely,1471,Sales,28,4,Medical,1,872,2,Female,40,3,2,Sales Representative,1,Divorced,9067,4804,5,Y,No,24,3,4,80,0,5,2,3,10,7,10,5
53,No,Travel_Frequently,565,Human Resources,14,2,Marketing,1,873,2,Male,69,2,4,Manager,3,Single,12626,6761,2,Y,No,17,3,4,80,3,37,6,4,27,5,5,1
50,Yes,Travel_Frequently,411,Research & Development,21,2,Technical Degree,1,874,2,Female,40,3,3,Manufacturing Director,2,Married,1201,26009,3,Y,Yes,19,4,2,80,0,39,2,1,26,9,12,6
60,No,Non-Travel,846,Research & Development,27,4,Medical,1,875,3,Female,78,2,3,Manufacturing Director,4,Married,13515,16775,8,Y,No,19,3,4,80,3,12,2,4,33,13,6,3
42,No,Non-Travel,618,Research & Development,25,5,Human Resources,1,876,2,Male,48,2,5,Research Scientist,4,Single,18393,9046,2,Y,No,18,3,4,80,2,7,3,1,15,2,0,10
30,No,Travel_Frequently,1482,Research & Development,20,3,Medical,1,877,2,Male,70,3,2,Manufacturing Director,2,Divorced,11002,8988,1,Y,No,21,3,3,80,2,17,4,2,9,12,13,13
55,No,Travel_Rarely,702,Research & Development,16,3,Marketing,1,878,1,Female,68,3,4,Manager,3,Single,9648,2736,5,Y,No,19,3,1,80,2,31,4,1,1,16,12,17
29,No,Travel_Frequently,157,Research & Development,29,2,Technical Degree,1,879,2,Female,74,1,1,Research Director,1,Married,6651,7154,0,Y,No,12,3,1,80,1,25,5,2,35,5,5,15
30,No,Travel_Frequently,276,Research & Development,7,1,Marketing,1,880,2,Female,83,4,4,Healthcare Representative,4,Married,19131,23396,0,Y,No,12,3,3,80,3,1,1,3,13,12,13,5
53,Yes,Travel_Frequently,206,Research & Development,11,1,Marketing,1,881,4,Male,69,1,3,Research Scientist,1,Single,1639,17008,8,Y,No,23,3,4,80,0,0,4,4,30,17,6,16
55,No,Travel_Rarely,637,Research & Development,21,5,Human Resources,1,882,2,Female,90,2,5,Research Scientist,4,Single,6454,11249,2,Y,Yes,22,3,4,80,2,9,1,1,15,17,6,16
32,Yes,Travel_Rarely,544,Human Resources,1,1,Marketing,1,883,1,Female,48,2,2,Manager,4,Married,3643,2622,1,Y,No,13,3,1,80,3,30,1,4,13,12,4,9
49,No,Non-Travel,1299,Research & Development,15,5,Life Sciences,1,884,2,Female,83,2,5,Laboratory Technician,2,Single,17460,10635,6,Y,Yes,11,4,4,80,0,10,3,4,9,17,7,3
57,No,Travel_Rarely,1347,Sales,25,2,Other,1,885,3,Male,54,2,3,Sales Representative,4,Divorced,10174,11629,4,Y,No,14,3,4,80,2,36,3,1,32,14,15,13
52,Yes,Travel_Rarely,298,Research & Development,6,4,Other,1,886,1,Male,74,2,2,Healthcare Representative,3,Married,18526,5048,4,Y,No,19,3,2,80,3,12,4,4,11,9,0,2
18,No,Travel_Rarely,1422,Research & Development,24,5,Medical,1,887,1,Male,64,2,1,Manufacturing Director,3,Single,13641,17217,4,Y,Yes,19,3,2,80,2,36,0,4,12,2,9,6
46,No,Travel_Rarely,918,Sales,12,4,Human Resources,1,888,2,Female,94,4,1,Sales Representative,2,Single,11583,18542,1,Y,No,13,3,2,80,2,37,5,1,28,16,2,9
25,No,Travel_Rarely,530,Sales,25,4,Marketing,1,889,2,Female,49,4,2,Manager,1,Single,10836,26954,8,Y,No,13,3,3,80,0,29,3,1,21,5,1,15
54,No,Non-Travel,670,Research & Development,19,2,Life Sciences,1,890,2,Male,66,2,3,Research Scientist,3,Divorced,4858,11030,0,Y,Yes,14,3,4,80,3,7,4,3,30,13,0,17
20,No,Travel_Frequently,719,Research & Development,5,3,Medical,1,891,1,Male,41,2,5,Healthcare Representative,1,Married,11682,8967,4,Y,No,17,3,1,80,3,2,5,2,4,12,4,14
60,No,Non-Travel,340,Human Resources,22,4,Other,1,892,3,Male,74,3,5,Human Resources,2,Single,14022,22591,2,Y,No,14,3,2,80,3,7,4,2,39,6,11,8
25,No,Travel_Rarely,1314,Sales,2,3,Medical,1,893,1,Female,32,1,4,Manager,1,Married,19341,10821,6,Y,Yes,17,3,1,80,0,25,3,2,9,14,11,1
36,No,Travel_Rarely,119,Sales,8,1,Marketing,1,894,3,Female,59,2,3,Sales Representative,1,Married,11434,17800,5,Y,No,11,3,4,80,1,28,3,2,4,12,12,14
28,No,Travel_Rarely,199,Research & Development,26,5,Other,1,895,3,Male,30,1,4,Research Scientist,1,Married,18838,20462,3,Y,No,25,3,2,80,3,40,1,4,4,14,2,15
52,No,Travel_Rarely,484,Research & Development,26,1,Human Resources,1,896,1,Male,53,3,2,Manager,1,Single,18946,24009,5,Y,Yes,24,3,2,80,2,39,3,1,12,18,1,8
34,No,Travel_Rarely,302,Sales,2,5,Marketing,1,897,2,Female,64,1,2,Sales Executive,4,Single,10932,10030,2,Y,No,16,4,1,80,3,12,1,1,17,5,15,9
50,No,Travel_Frequently,188,Sales,12,5,Human Resources,1,898,1,Male,53,4,3,Sales Representative,4,Married,9351,17599,1,Y,No,23,3,1,80,2,15,4,4,3,14,14,15
20,No,Non-Travel,637,Sales,3,1,Medical,1,899,3,Male,57,2,5,Manager,4,Married,3719,5359,9,Y,No,19,3,2,80,2,31,2,4,25,0,11,2
37,Yes,Travel_Rarely,628,Research & Development,8,4,Human Resources,1,900,2,Male,40,3,1,Healthcare Representative,1,Married,6108,21502,6,Y,Yes,11,3,4,80,1,31,1,4,25,13,13,14
57,No,Travel_Rarely,277,Research & Development,29,4,Medical,1,901,2,Male,80,3,1,Healthcare Representative,4,Single,17703,3215,6,Y,No,15,4,2,80,3,12,3,4,31,2,12,9
57,Yes,Travel_Rarely,1234,Sales,6,2,Life Sciences,1,902,1,Male,86,2,1,Sales Representative,3,Single,3635,19442,9,Y,No,11,3,2,80,2,1,6,1,0,4,9,12
26,No,Travel_Rarely,1335,Sales,19,5,Other,1,903,2,Female,62,2,2,Sales Representative,4,Married,8549,7299,9,Y,No,21,3,3,80,3,3,3,4,3,3,7,3
34,No,Travel_Rarely,1108,Research & Development,24,1,Other,1,904,2,Male,33,2,1,Laboratory Technician,4,Single,14276,13615,5,Y,No,22,3,2,80,0,33,2,2,8,15,15,11
35,No,Travel_Rarely,832,Human Resources,26,2,Human Resources,1,905,1,Female,34,4,1,Manager,2,Married,5578,3995,7,Y,No,20,3,3,80,1,14,3,2,17,7,10,4
42,No,Travel_Rarely,1426,Research & Development,11,5,Human Resources,1,906,4,Female,77,3,1,Manufacturing Director,3,Married,19508,19246,5,Y,No,11,3,2,80,0,29,4,2,24,7,14,9
41,No,Travel_Rarely,592,Research & Development,21,4,Life Sciences,1,907,2,Male,95,1,2,Manager,3,Single,13343,14102,2,Y,Yes,14,4,2,80,2,32,1,4,8,6,3,9
22,Yes,Travel_Frequently,698,Sales,15,1,Technical Degree,1,908,1,Male,91,2,4,Sales Representative,2,Married,1547,18622,6,Y,No,18,3,4,80,2,36,3,3,14,11,3,17
50,Yes,Travel_Rarely,123,Sales,4,1,Other,1,909,3,Male,58,2,1,Manager,2,Single,5703,10749,9,Y,No,13,3,4,80,1,20,0,1,21,17,10,12
